configuration,fitness_by_gen,best_fitness
"(100, 100, 'scramble_mutation_optimized', 3.0, 1, 0.95)","[12150.0, 27450.0, 35000.0, 40350.0, 44000.0, 46750.0, 48050.0, 49850.0, 51100.0, 52000.0, 52850.0, 53950.0, 54700.0, 55500.0, 55650.0, 56500.0, 57200.0, 57600.0, 57700.0, 58050.0, 58050.0, 58550.0, 58900.0, 58950.0, 59200.0, 59300.0, 59400.0, 59500.0, 59550.0, 59600.0, 59600.0, 59800.0, 60100.0, 60150.0, 60400.0, 60400.0, 60400.0, 60450.0, 60450.0, 60700.0, 60750.0, 60850.0, 60850.0, 60950.0, 60950.0, 60950.0, 61000.0, 61000.0, 61000.0, 61050.0, 61150.0, 61400.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61700.0, 61700.0, 61750.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61950.0, 61950.0, 61950.0, 62100.0, 62100.0, 62100.0, 62100.0, 62100.0, 62150.0, 62250.0, 62250.0, 62250.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62350.0, 62450.0, 62450.0, 62450.0, 62450.0, 62450.0, 62450.0, 62500.0, 62500.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62650.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62550.0, 62550.0, 62550.0, 62550.0, 62550.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62600.0, 62550.0, 62550.0, 62600.0, 62600.0, 62700.0, 62700.0, 62700.0, 62750.0, 62750.0, 62750.0, 62800.0, 62800.0, 62700.0, 62700.0, 62700.0, 62700.0, 62800.0, 62800.0, 62800.0, 62750.0, 62650.0, 62650.0, 62650.0, 62650.0, 62700.0, 62700.0, 62750.0, 62800.0, 62750.0, 62750.0, 62700.0, 62700.0, 62750.0, 62550.0, 62550.0, 62550.0, 62550.0, 62600.0, 62600.0, 62550.0]","[64600.0, 61900.0, 61200.0, 63100.0, 68100.0, 63000.0, 65800.0, 58600.0, 65400.0, 61000.0, 59000.0, 65300.0, 59900.0, 64000.0, 66000.0, 65200.0, 59800.0, 63300.0, 60600.0, 56400.0, 65500.0, 67600.0, 63600.0, 63500.0, 62500.0, 58900.0, 66400.0, 62300.0, 58400.0, 60600.0, 65700.0, 66900.0, 63200.0, 65200.0, 66600.0, 66300.0, 65300.0, 64500.0, 68700.0, 67500.0, 63400.0, 61200.0, 68700.0, 62100.0, 62600.0, 57900.0, 66900.0, 62100.0, 55800.0, 61300.0, 55200.0, 56000.0, 62200.0, 62300.0, 64100.0, 61600.0, 62700.0, 61400.0, 55800.0, 58800.0, 60400.0, 60400.0, 67800.0, 68200.0, 64600.0, 63400.0, 59900.0, 55000.0, 62600.0, 67200.0, 58800.0, 68300.0, 54500.0, 61400.0, 59000.0, 64100.0, 63300.0, 67300.0, 64000.0, 64400.0, 59500.0, 60200.0, 65000.0, 58200.0, 55500.0, 68900.0, 58800.0, 61600.0, 61900.0, 63100.0, 67900.0, 66700.0, 64200.0, 59300.0, 63700.0, 63600.0, 64300.0, 65400.0, 61800.0, 57500.0]"
"(100, 100, 'scramble_mutation_optimized', 3.0, 1, 0.99)","[12200.0, 27000.0, 34800.0, 39700.0, 43200.0, 46600.0, 47650.0, 48600.0, 50500.0, 51500.0, 53000.0, 53900.0, 54650.0, 55250.0, 55800.0, 56000.0, 56650.0, 56650.0, 57200.0, 57550.0, 57850.0, 57900.0, 58000.0, 58250.0, 58450.0, 58500.0, 58750.0, 59100.0, 59350.0, 59350.0, 59500.0, 59900.0, 59900.0, 59900.0, 59900.0, 60400.0, 60400.0, 60500.0, 60500.0, 60750.0, 60800.0, 60800.0, 60800.0, 60800.0, 60950.0, 60950.0, 60950.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61300.0, 61400.0, 61400.0, 61400.0, 61650.0, 61650.0, 61650.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61750.0, 61750.0, 61750.0, 61750.0, 61750.0, 61750.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 61900.0, 62050.0, 62050.0, 62050.0, 62050.0, 62050.0, 62050.0, 62050.0, 62050.0, 62200.0, 62200.0, 62200.0, 62200.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0, 62400.0]","[57300.0, 66700.0, 62400.0, 63400.0, 55000.0, 66300.0, 63300.0, 58600.0, 56600.0, 66200.0, 66900.0, 64300.0, 57200.0, 71200.0, 60600.0, 60300.0, 64300.0, 65300.0, 62600.0, 65200.0, 60400.0, 61700.0, 62700.0, 64000.0, 62400.0, 56600.0, 61400.0, 66600.0, 60500.0, 60600.0, 62200.0, 61700.0, 67000.0, 64300.0, 59500.0, 58700.0, 66200.0, 61200.0, 57800.0, 59200.0, 57300.0, 58700.0, 62800.0, 60500.0, 56500.0, 60400.0, 64400.0, 59600.0, 58100.0, 67000.0, 68800.0, 62100.0, 64800.0, 58500.0, 61800.0, 59200.0, 64700.0, 59200.0, 60100.0, 64500.0, 66700.0, 62500.0, 64000.0, 53600.0, 67500.0, 64500.0, 65000.0, 61800.0, 65600.0, 63700.0, 64600.0, 65000.0, 59600.0, 62700.0, 63600.0, 64000.0, 65400.0, 68200.0, 65700.0, 66400.0, 58000.0, 51700.0, 63900.0, 59200.0, 63700.0, 62400.0, 60500.0, 59200.0, 66000.0, 71300.0, 62600.0, 58200.0, 55300.0, 59800.0, 64300.0, 58300.0, 58500.0, 64800.0, 60600.0, 60300.0]"
"(100, 100, 'scramble_mutation_optimized', 3.0, 100, 0.99)","[12400.0, 26450.0, 34350.0, 38850.0, 42500.0, 44950.0, 47000.0, 48600.0, 50500.0, 51500.0, 52450.0, 54000.0, 54450.0, 54750.0, 55050.0, 55600.0, 56200.0, 56650.0, 56850.0, 56950.0, 57100.0, 57150.0, 57600.0, 58000.0, 58150.0, 58200.0, 58400.0, 58650.0, 58750.0, 58850.0, 58950.0, 59200.0, 59550.0, 59750.0, 59850.0, 60150.0, 60200.0, 60300.0, 60300.0, 60650.0, 60700.0, 60700.0, 60700.0, 60750.0, 61000.0, 61100.0, 61200.0, 61050.0, 61050.0, 61150.0, 61500.0, 61600.0, 61700.0, 61750.0, 61750.0, 61800.0, 61700.0, 61700.0, 61750.0, 61800.0, 61800.0, 61800.0, 61800.0, 61800.0, 61950.0, 61900.0, 61850.0, 61800.0, 61650.0, 61650.0, 61700.0, 61700.0, 61750.0, 61750.0, 61800.0, 61850.0, 61850.0, 61750.0, 61800.0, 61800.0, 61850.0, 61900.0, 62000.0, 62100.0, 62150.0, 62150.0, 62150.0, 62150.0, 62150.0, 62050.0, 62100.0, 61950.0, 62000.0, 62200.0, 62150.0, 62100.0, 62150.0, 62150.0, 62150.0, 62100.0, 62200.0, 62200.0, 62050.0, 62250.0, 62250.0, 62150.0, 62100.0, 62200.0, 62200.0, 62200.0, 62150.0, 62150.0, 62150.0, 62150.0, 62100.0, 62200.0, 62200.0, 62100.0, 62100.0, 62200.0, 62150.0, 62200.0, 62200.0, 62200.0, 62050.0, 62150.0, 62000.0, 62050.0, 62050.0, 62050.0, 62050.0, 62000.0, 62000.0, 62050.0, 61950.0, 62100.0, 62050.0, 62050.0, 62100.0, 62100.0, 62050.0, 62100.0, 62100.0, 62050.0, 62100.0, 62200.0, 62250.0, 62250.0, 62300.0, 62300.0, 62300.0, 62300.0, 62200.0, 62050.0, 62150.0, 62150.0, 62150.0, 62150.0, 62150.0, 62150.0, 62150.0, 62000.0, 62050.0, 62100.0, 62150.0, 62200.0, 61950.0, 62000.0, 62000.0, 62000.0, 62200.0, 62200.0, 62200.0, 62150.0, 62150.0, 62200.0, 62150.0, 62150.0, 62200.0, 62200.0, 62100.0, 62100.0, 62050.0, 62100.0, 62050.0, 62150.0, 62150.0, 62250.0, 62200.0, 62050.0, 62150.0, 62150.0, 62050.0, 62050.0, 62050.0, 62100.0, 62100.0, 62100.0, 62250.0, 62250.0, 62200.0]","[58000.0, 63600.0, 64100.0, 58600.0, 62800.0, 64300.0, 62200.0, 63600.0, 68300.0, 59900.0, 69400.0, 63200.0, 71800.0, 66300.0, 60000.0, 60500.0, 61300.0, 67900.0, 59500.0, 63900.0, 62500.0, 60200.0, 62600.0, 66500.0, 62700.0, 58700.0, 62900.0, 62200.0, 62700.0, 69800.0, 62200.0, 71600.0, 65200.0, 64500.0, 65000.0, 62300.0, 67900.0, 56600.0, 54300.0, 66000.0, 64200.0, 61600.0, 62500.0, 62700.0, 62200.0, 64700.0, 65500.0, 64000.0, 61400.0, 61800.0, 67100.0, 66100.0, 62800.0, 60700.0, 65500.0, 68000.0, 60300.0, 60800.0, 66800.0, 64000.0, 62100.0, 60900.0, 55800.0, 64400.0, 58700.0, 64200.0, 63400.0, 61600.0, 62800.0, 64400.0, 69200.0, 62400.0, 62500.0, 60900.0, 67300.0, 66400.0, 62200.0, 65600.0, 57700.0, 61300.0, 70600.0, 61200.0, 63500.0, 60400.0, 67400.0, 62600.0, 64800.0, 62100.0, 62800.0, 65000.0, 68600.0, 61400.0, 62600.0, 65300.0, 67200.0, 62300.0, 65300.0, 62700.0, 59800.0, 65700.0]"
"(100, 100, 'scramble_mutation_optimized', 3.0, 10, 0.95)","[11700.0, 26550.0, 33950.0, 39150.0, 42300.0, 45000.0, 46350.0, 47900.0, 49300.0, 50650.0, 51900.0, 52700.0, 53400.0, 54400.0, 54750.0, 55200.0, 55600.0, 55950.0, 56550.0, 56850.0, 57200.0, 57350.0, 57900.0, 58300.0, 58500.0, 58850.0, 58900.0, 58950.0, 59100.0, 59150.0, 59250.0, 59300.0, 59300.0, 59350.0, 59500.0, 59600.0, 59600.0, 59650.0, 60050.0, 60000.0, 60250.0, 60300.0, 60450.0, 60450.0, 60450.0, 60450.0, 60600.0, 60700.0, 60750.0, 60750.0, 60850.0, 61050.0, 61100.0, 61250.0, 61200.0, 61300.0, 61350.0, 61350.0, 61550.0, 61550.0, 61650.0, 61650.0, 61650.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61650.0, 61650.0, 61650.0, 61650.0, 61650.0, 61600.0, 61650.0, 61800.0, 61750.0, 61750.0, 61750.0, 61750.0, 61750.0, 61700.0, 61700.0, 61750.0, 61750.0, 61750.0, 61750.0, 61750.0, 61750.0, 61700.0, 61650.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61650.0, 61700.0, 61600.0, 61600.0, 61600.0, 61650.0, 61600.0, 61600.0, 61600.0, 61600.0, 61600.0, 61550.0, 61350.0, 61400.0, 61400.0, 61400.0, 61400.0, 61550.0, 61550.0, 61450.0, 61450.0, 61400.0, 61300.0, 61250.0, 61200.0, 61250.0, 61350.0, 61350.0, 61300.0, 61300.0, 61350.0, 60800.0, 60950.0, 60550.0, 60900.0, 60800.0, 60600.0, 60700.0, 60800.0, 60750.0, 60400.0, 60150.0, 60000.0, 59600.0, 59500.0, 59500.0, 59300.0, 59150.0, 58800.0, 58600.0, 58400.0, 58100.0, 57600.0, 57000.0, 56150.0, 56300.0, 55650.0, 55500.0, 54450.0, 53100.0, 52850.0, 51650.0, 51400.0, 50300.0, 49000.0, 47700.0, 46850.0, 46350.0, 45350.0, 42950.0, 41800.0, 41000.0, 39400.0, 38150.0, 36700.0, 33450.0, 34550.0, 32950.0, 32800.0, 31750.0, 31350.0, 30250.0, 29150.0, 28300.0, 27150.0, 26600.0, 26200.0, 26250.0, 25000.0, 24850.0, 24450.0, 25700.0, 23550.0, 23950.0, 24350.0]","[62500.0, 64900.0, 71200.0, 62800.0, 62500.0, 68500.0, 64900.0, 57500.0, 68100.0, 61700.0, 64900.0, 55900.0, 64400.0, 61900.0, 65300.0, 67200.0, 59500.0, 61100.0, 60300.0, 59600.0, 64200.0, 61700.0, 64300.0, 59100.0, 66600.0, 59300.0, 64500.0, 67300.0, 61800.0, 62200.0, 59800.0, 62200.0, 66500.0, 57600.0, 61400.0, 57800.0, 60100.0, 65200.0, 58300.0, 60200.0, 65800.0, 67700.0, 58700.0, 57700.0, 57500.0, 57800.0, 63500.0, 66400.0, 58600.0, 62100.0, 62800.0, 63300.0, 62000.0, 58000.0, 65600.0, 65200.0, 66900.0, 58300.0, 66500.0, 64200.0, 62600.0, 59200.0, 58500.0, 62300.0, 57500.0, 66700.0, 67300.0, 65200.0, 68600.0, 64900.0, 61900.0, 59000.0, 62000.0, 63400.0, 66800.0, 60500.0, 58900.0, 58800.0, 61900.0, 61200.0, 59900.0, 59600.0, 60400.0, 63200.0, 63200.0, 63500.0, 62800.0, 68700.0, 63400.0, 59500.0, 58300.0, 57500.0, 62200.0, 64800.0, 60500.0, 64100.0, 65300.0, 61600.0, 57300.0, 63000.0]"
"(100, 100, 'scramble_mutation_optimized', 2.0, 1, 0.99)","[12400.0, 27300.0, 35050.0, 39550.0, 43750.0, 45450.0, 47500.0, 48750.0, 50350.0, 51250.0, 52650.0, 53300.0, 53700.0, 54650.0, 55300.0, 55500.0, 56100.0, 56400.0, 56650.0, 57150.0, 57750.0, 57950.0, 58200.0, 58200.0, 58500.0, 58500.0, 58550.0, 59000.0, 59250.0, 59450.0, 59750.0, 60000.0, 60150.0, 60250.0, 60400.0, 60400.0, 60450.0, 60450.0, 60550.0, 60650.0, 60650.0, 60650.0, 60750.0, 60750.0, 60950.0, 61000.0, 61100.0, 61200.0, 61200.0, 61200.0, 61250.0, 61300.0, 61350.0, 61350.0, 61350.0, 61400.0, 61600.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61700.0, 61900.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62000.0, 62050.0, 62050.0, 62050.0, 62050.0, 62150.0, 62150.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62200.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62250.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62300.0, 62500.0, 62500.0, 62500.0, 62500.0, 62500.0, 62500.0, 62500.0]","[60400.0, 60700.0, 64100.0, 66600.0, 66300.0, 57600.0, 64200.0, 60000.0, 64400.0, 63200.0, 62700.0, 56000.0, 65200.0, 58100.0, 63900.0, 62300.0, 65900.0, 67000.0, 56400.0, 65700.0, 58900.0, 60600.0, 56100.0, 61100.0, 61100.0, 64200.0, 60500.0, 61500.0, 62100.0, 66200.0, 58700.0, 59200.0, 67000.0, 64900.0, 63300.0, 66300.0, 62200.0, 55900.0, 63100.0, 61200.0, 58500.0, 60400.0, 56200.0, 67000.0, 65300.0, 63400.0, 61100.0, 65200.0, 58800.0, 64500.0, 65800.0, 62000.0, 62300.0, 63900.0, 61200.0, 64200.0, 66700.0, 59200.0, 63100.0, 63100.0, 58200.0, 68000.0, 64200.0, 62300.0, 61800.0, 59000.0, 55500.0, 60500.0, 66800.0, 63700.0, 64400.0, 68700.0, 68300.0, 64400.0, 62700.0, 62200.0, 61400.0, 66200.0, 63600.0, 58500.0, 65900.0, 60900.0, 59600.0, 52700.0, 63800.0, 66600.0, 66400.0, 55500.0, 67400.0, 56900.0, 65700.0, 52700.0, 59400.0, 63500.0, 59200.0, 60900.0, 65700.0, 63200.0, 62200.0, 60000.0]"
